#    Time  |      Friction_XX Friction_YY Friction_ZZ
      0.00    1.985279E-07   3.003197E-07   2.818357E-07
     80.00    1.984251E-07   2.995163E-07   2.814614E-07
    160.00    1.982114E-07   2.985646E-07   2.809958E-07
    240.00    1.978912E-07   2.974719E-07   2.804402E-07
    320.00    1.974714E-07   2.962487E-07   2.797968E-07
    400.00    1.969598E-07   2.949068E-07   2.790682E-07
    480.00    1.963647E-07   2.934588E-07   2.782574E-07
    560.00    1.956940E-07   2.919165E-07   2.773674E-07
    640.00    1.949549E-07   2.902909E-07   2.764010E-07
    720.00    1.941535E-07   2.885915E-07   2.753611E-07
    800.00    1.932950E-07   2.868267E-07   2.742503E-07
    880.00    1.923839E-07   2.850034E-07   2.730712E-07
    960.00    1.914236E-07   2.831278E-07   2.718260E-07
   1040.00    1.904173E-07   2.812046E-07   2.705172E-07
   1120.00    1.893675E-07   2.792383E-07   2.691468E-07
   1200.00    1.882762E-07   2.772322E-07   2.677170E-07
   1280.00    1.871455E-07   2.751894E-07   2.662299E-07
   1360.00    1.859769E-07   2.731126E-07   2.646875E-07
   1440.00    1.847718E-07   2.710038E-07   2.630916E-07
   1520.00    1.835318E-07   2.688650E-07   2.614442E-07
   1600.00    1.822579E-07   2.666978E-07   2.597471E-07
   1680.00    1.809514E-07   2.645037E-07   2.580020E-07
   1760.00    1.796135E-07   2.622839E-07   2.562106E-07
   1840.00    1.782452E-07   2.600396E-07   2.543745E-07
   1920.00    1.768476E-07   2.577717E-07   2.524954E-07
   2000.00    1.754217E-07   2.554813E-07   2.505747E-07
   2080.00    1.739686E-07   2.531693E-07   2.486138E-07
   2160.00    1.724893E-07   2.508363E-07   2.466143E-07
   2240.00    1.709847E-07   2.484833E-07   2.445775E-07
   2320.00    1.694560E-07   2.461110E-07   2.425046E-07
   2400.00    1.679039E-07   2.437202E-07   2.403969E-07
   2480.00    1.663296E-07   2.413115E-07   2.382557E-07
   2560.00    1.647340E-07   2.388857E-07   2.360822E-07
   2640.00    1.631180E-07   2.364436E-07   2.338775E-07
   2720.00    1.614825E-07   2.339857E-07   2.316428E-07
   2800.00    1.598287E-07   2.315130E-07   2.293792E-07
   2880.00    1.581572E-07   2.290260E-07   2.270878E-07
   2960.00    1.564692E-07   2.265255E-07   2.247696E-07
   3040.00    1.547655E-07   2.240123E-07   2.224256E-07
   3120.00    1.530470E-07   2.214871E-07   2.200571E-07
   3200.00    1.513146E-07   2.189506E-07   2.176648E-07
   3280.00    1.495692E-07   2.164036E-07   2.152499E-07
   3360.00    1.478117E-07   2.138469E-07   2.128133E-07
   3440.00    1.460429E-07   2.112811E-07   2.103561E-07
   3520.00    1.442638E-07   2.087072E-07   2.078791E-07
   3600.00    1.424751E-07   2.061258E-07   2.053834E-07
   3680.00    1.406778E-07   2.035378E-07   2.028700E-07
   3760.00    1.388726E-07   2.009438E-07   2.003397E-07
   3840.00    1.370603E-07   1.983447E-07   1.977935E-07
   3920.00    1.352419E-07   1.957413E-07   1.952324E-07
   4000.00    1.334180E-07   1.931343E-07   1.926572E-07
   4080.00    1.315895E-07   1.905244E-07   1.900690E-07
   4160.00    1.297571E-07   1.879125E-07   1.874685E-07
   4240.00    1.279216E-07   1.852994E-07   1.848569E-07
   4320.00    1.260838E-07   1.826857E-07   1.822348E-07
   4400.00    1.242444E-07   1.800722E-07   1.796034E-07
   4480.00    1.224042E-07   1.774598E-07   1.769634E-07
   4560.00    1.205638E-07   1.748491E-07   1.743157E-07
   4640.00    1.187240E-07   1.722409E-07   1.716612E-07
   4720.00    1.168855E-07   1.696359E-07   1.690009E-07
   4800.00    1.150489E-07   1.670349E-07   1.663355E-07
   4880.00    1.132150E-07   1.644385E-07   1.636660E-07
   4960.00    1.113845E-07   1.618476E-07   1.609932E-07
   5040.00    1.095579E-07   1.592628E-07   1.583180E-07
   5120.00    1.077359E-07   1.566847E-07   1.556412E-07
   5200.00    1.059192E-07   1.541142E-07   1.529637E-07
   5280.00    1.041084E-07   1.515519E-07   1.502862E-07
   5360.00    1.023041E-07   1.489985E-07   1.476097E-07
   5440.00    1.005069E-07   1.464547E-07   1.449349E-07
   5520.00    9.871742E-08   1.439210E-07   1.422627E-07
   5600.00    9.693622E-08   1.413982E-07   1.395938E-07
   5680.00    9.516388E-08   1.388869E-07   1.369291E-07
   5760.00    9.340096E-08   1.363877E-07   1.342693E-07
   5840.00    9.164801E-08   1.339014E-07   1.316152E-07
   5920.00    8.990557E-08   1.314283E-07   1.289677E-07
   6000.00    8.817418E-08   1.289693E-07   1.263274E-07
   6080.00    8.645435E-08   1.265249E-07   1.236951E-07
   6160.00    8.474659E-08   1.240956E-07   1.210716E-07
   6240.00    8.305141E-08   1.216820E-07   1.184575E-07
   6320.00    8.136928E-08   1.192848E-07   1.158537E-07
   6400.00    7.970069E-08   1.169044E-07   1.132609E-07
   6480.00    7.804610E-08   1.145414E-07   1.106797E-07
   6560.00    7.640597E-08   1.121963E-07   1.081109E-07
   6640.00    7.478075E-08   1.098696E-07   1.055551E-07
   6720.00    7.317087E-08   1.075619E-07   1.030130E-07
   6800.00    7.157675E-08   1.052737E-07   1.004854E-07
   6880.00    6.999882E-08   1.030053E-07   9.797275E-08
   6960.00    6.843746E-08   1.007574E-07   9.547585E-08
   7040.00    6.689309E-08   9.853031E-08   9.299530E-08
   7120.00    6.536607E-08   9.632453E-08   9.053173E-08
   7200.00    6.385678E-08   9.414048E-08   8.808575E-08
   7280.00    6.236559E-08   9.197859E-08   8.565798E-08
   7360.00    6.089284E-08   8.983927E-08   8.324902E-08
   7440.00    5.943888E-08   8.772292E-08   8.085944E-08
   7520.00    5.800402E-08   8.562991E-08   7.848982E-08
   7600.00    5.658860E-08   8.356062E-08   7.614074E-08
   7680.00    5.519292E-08   8.151540E-08   7.381274E-08
   7760.00    5.381728E-08   7.949459E-08   7.150636E-08
   7840.00    5.246197E-08   7.749853E-08   6.922213E-08
   7920.00    5.112726E-08   7.552752E-08   6.696058E-08
   8000.00    4.981342E-08   7.358188E-08   6.472220E-08
   8080.00    4.852070E-08   7.166189E-08   6.250750E-08
   8160.00    4.724935E-08   6.976782E-08   6.031696E-08
   8240.00    4.599961E-08   6.789992E-08   5.815104E-08
   8320.00    4.477169E-08   6.605846E-08   5.601021E-08
   8400.00    4.356581E-08   6.424364E-08   5.389491E-08
   8480.00    4.238218E-08   6.245570E-08   5.180558E-08
   8560.00    4.122098E-08   6.069483E-08   4.974264E-08
   8640.00    4.008239E-08   5.896122E-08   4.770649E-08
   8720.00    3.896659E-08   5.725504E-08   4.569754E-08
   8800.00    3.787373E-08   5.557644E-08   4.371616E-08
   8880.00    3.680397E-08   5.392557E-08   4.176273E-08
   8960.00    3.575744E-08   5.230255E-08   3.983760E-08
   9040.00    3.473427E-08   5.070750E-08   3.794112E-08
   9120.00    3.373458E-08   4.914051E-08   3.607362E-08
   9200.00    3.275847E-08   4.760167E-08   3.423542E-08
   9280.00    3.180604E-08   4.609103E-08   3.242681E-08
   9360.00    3.087738E-08   4.460865E-08   3.064810E-08
   9440.00    2.997255E-08   4.315457E-08   2.889955E-08
   9520.00    2.909163E-08   4.172881E-08   2.718143E-08
   9600.00    2.823467E-08   4.033137E-08   2.549400E-08
   9680.00    2.740170E-08   3.896224E-08   2.383748E-08
   9760.00    2.659277E-08   3.762140E-08   2.221210E-08
   9840.00    2.580789E-08   3.630881E-08   2.061806E-08
   9920.00    2.504707E-08   3.502441E-08   1.905556E-08
  10000.00    2.431032E-08   3.376814E-08   1.752479E-08
  10080.00    2.359762E-08   3.253990E-08   1.602589E-08
  10160.00    2.290895E-08   3.133961E-08   1.455903E-08
  10240.00    2.224428E-08   3.016713E-08   1.312435E-08
  10320.00    2.160357E-08   2.902236E-08   1.172196E-08
  10400.00    2.098677E-08   2.790513E-08   1.035197E-08
  10480.00    2.039380E-08   2.681530E-08   9.014472E-09
  10560.00    1.982461E-08   2.575270E-08   7.709552E-09
  10640.00    1.927910E-08   2.471712E-08   6.437271E-09
  10720.00    1.875718E-08   2.370838E-08   5.197678E-09
  10800.00    1.825874E-08   2.272626E-08   3.990809E-09
  10880.00    1.778367E-08   2.177053E-08   2.816685E-09
